"","movie_id","title","release_date","year","budget","revenue","popularity","collection_id","collection_name","profit","established_ip","revenue_2024_dollars","budget_2024_dollars","profit_2024_dollars","log_profitability"
"1",94201,"El Condor",1970-06-19,1970,35000000,4500000,0.4921,NA,NA,-8.3e+07,FALSE,36358010.3026401,282784524.576089,-670603301.137583,31.7741558423201
"2",11165,"Tora! Tora! Tora!",1970-01-26,1970,25485000,37150000,3.1855,NA,NA,-26562500,FALSE,300155573.942906,205907531.680618,-214613255.258639,33.5677841990102
"3",42586,"Darling Lili",1970-06-18,1970,25000000,3250000,0.9727,NA,NA,-59250000,FALSE,26258562.9963512,201988946.125778,-478713802.318094,31.1122612052642
"4",33157,"Waterloo",1970-10-26,1970,25000000,3052000,2.081,NA,NA,-59448000,FALSE,24658810.543035,201988946.125778,-480313554.77141,31.0494033223448
"5",10364,"Catch-22",1970-06-24,1970,18000000,24911670,1.7969,NA,NA,-20088330,FALSE,201275278.781327,145432041.21056,-162304824.245074,32.8204385103263
"6",11040,"Little Big Man",1970-12-23,1970,15000000,31559552,3.9429,NA,NA,-5940448,FALSE,254987225.947268,121193367.675467,-47996193.2413995,32.8746568858497
"7",38953,"Ryan's Daughter",1970-03-19,1970,13300000,30800000,0.7656,NA,NA,-2450000,FALSE,248850381.626959,107458119.338914,-19794916.7203262,32.7300091092616
"8",11202,"Patton",1970-01-25,1970,12000000,89800000,3.1899,609766,"Patton Collection",59800000,TRUE,725544294.483795,96954694.1403735,483157559.132861,33.6972220091506
"9",42345,"The Molly Maguires",1970-02-08,1970,11000000,2200000,0.8003,NA,NA,-25300000,FALSE,17775027.2590685,88875136.2953424,-204412813.479288,29.901083017217
"10",10671,"Airport",1970-03-25,1970,10000000,100489151,1.4934,33938,"Airport Collection",75489151,TRUE,811907908.302567,80795578.4503113,609918962.176789,33.6273652484718
"11",5185,"The Private Life of Sherlock Holmes",1970-10-29,1970,10000000,1500000,0.8166,NA,NA,-23500000,FALSE,12119336.7675467,80795578.4503113,-189869609.358232,29.4227805851566
"12",38222,"On a Clear Day You Can See Forever",1970-06-17,1970,8000000,1.4e+07,0.6442,NA,NA,-6e+06,FALSE,113113809.830436,64636462.760249,-48477347.0701868,31.4332292553495
"13",85290,"The Hawaiians",1970-06-17,1970,8000000,2300000,0.3748,NA,NA,-17700000,FALSE,18582983.0435716,64636462.760249,-143008173.857051,29.6270810486693
"14",2998,"Zabriskie Point",1970-03-26,1970,7000000,1e+06,2.1642,NA,NA,-16500000,FALSE,8079557.84503113,56556904.9152179,-133312704.443014,28.6606405331097
"15",34377,"The Boys in the Band",1970-03-16,1970,5500000,3500000,0.584,NA,NA,-10250000,FALSE,28278452.4576089,44437568.1476712,-82815467.9115691,29.6722414447882
"16",13765,"Scrooge",1970-11-05,1970,5000000,6e+06,1.9306,NA,NA,-6500000,FALSE,48477347.0701868,40397789.2251556,-52517125.9927023,30.1159277657165
"17",40973,"Myra Breckinridge",1970-06-24,1970,5000000,3e+06,0.5228,NA,NA,-9500000,FALSE,24238673.5350934,40397789.2251556,-76755799.5277957,29.4227805851566
"18",10112,"The Aristocats",1970-12-24,1970,4000000,1.91e+08,6.6485,NA,NA,1.81e+08,FALSE,1543195548.40095,32318231.3801245,1462399969.95063,33.3532981732209
"19",38765,"Chisum",1970-07-23,1970,4000000,6e+06,1.7829,NA,NA,-4e+06,FALSE,48477347.0701868,32318231.3801245,-32318231.3801245,29.8927842144023
"20",11589,"Kelly's Heroes",1970-06-22,1970,4000000,5200000,2.9845,NA,NA,-4800000,FALSE,42013700.7941619,32318231.3801245,-38781877.6561494,29.7496833707617
"21",23330,"The Ballad of Cable Hogue",1970-03-18,1970,3716946,5e+06,1.0828,NA,NA,-4292365,FALSE,40397789.2251556,30031280.2138571,-34680411.309487,29.637070659853
"22",651,"M*A*S*H",1970-02-18,1970,3500000,81600000,6.273,NA,NA,72850000,FALSE,659291920.15454,28278452.4576089,588595789.010518,32.3693226145198
"23",1685,"Beneath the Planet of the Apes",1970-04-23,1970,3000000,18999718,3.2542,1709,"Planet of the Apes (Original) Collection",11499718,TRUE,153509320.620279,24238673.5350934,92912636.7825457,30.7577668096735
"24",11916,"Two Mules for Sister Sara",1970-03-02,1970,2500000,5050000,1.9182,NA,NA,-1200000,FALSE,40801767.1174072,20198894.6125778,-9695469.41403735,29.2504093592158
"25",44721,"Little Fauss and Big Halsy",1970-10-21,1970,2500000,1755485,0.3826,NA,NA,-4494515,FALSE,14183542.6035845,20198894.6125778,-36313693.9278601,28.1937662879442
"26",9062,"Love Story",1970-12-16,1970,2200000,136400000,2.7954,1156569,"Love Story Collection",130900000,TRUE,1102051690.06225,17775027.2590685,1057614121.91457,32.418779489828
"27",5722,"Beyond the Valley of the Dolls",1970-06-17,1970,2090000,9e+06,0.8926,NA,NA,3775000,FALSE,72716020.6052801,16886275.8961151,30500330.8649925,29.6491190273673
"28",14801,"Colossus: The Forbin Project",1970-04-08,1970,2000000,308828,0.9315,NA,NA,-4691172,FALSE,2495193.69016527,16159115.6900623,-37902595.5349904,26.2329067732474
"29",26617,"Five Easy Pieces",1970-09-12,1970,1600000,18099091,1.0619,NA,NA,14099091,FALSE,146232652.676982,12927292.5520498,113914421.296858,30.0805957293163
"30",24918,"The Twelve Chairs",1970-10-28,1970,1500000,1806258,0.9892,NA,NA,-1943742,FALSE,14593765.9940502,12119336.7675467,-15704575.9248165,27.7114527940971
"31",98491,"Wuthering Heights",1970-06-09,1970,800000,4500000,1.6152,NA,NA,2500000,FALSE,36358010.3026401,6463646.2760249,20198894.6125778,27.9956642295165
"32",71943,"House of Dark Shadows",1970-09-09,1970,750000,3672000,0.4963,1379724,"Dark Shadows Movie Collection",1797000,TRUE,29668136.4069543,6059668.38377335,14518965.4475209,27.7277847843609
"33",9459,"Woodstock",1970-03-26,1970,600000,5e+07,2.1508,NA,NA,48500000,FALSE,403977892.251556,4847734.70701868,391858555.48401,30.1159277657165
"34",259076,"This Is New Zealand",1970-03-13,1970,150000,22224,1.2631,NA,NA,-352776,FALSE,179560.093547972,1211933.67675467,-2850274.0983387,21.0110279061984
"35",42533,"Angels Die Hard",1970-07-08,1970,125000,7e+05,2.4501,NA,NA,387500,FALSE,5655690.49152179,1009944.73062889,3130828.66494956,24.2786138984358
"36",46691,"Joe",1970-07-15,1970,106000,19319254,1.1956,NA,NA,19054254,FALSE,156091030.215849,856433.1315733,153949947.386916,27.4315164143868
"37",28733,"Count Yorga, Vampire",1970-06-10,1970,100000,1300000,0.28,327871,"Count Yorga Collection",1050000,TRUE,10503425.1985405,807955.784503113,8483535.73728268,24.6745095555278
"38",669777,"Kralların Öfkesi",1970-01-01,1970,55000,1e+05,0.3975,NA,NA,-37500,FALSE,807955.784503113,444375.681476712,-302983.419188667,21.5117231973107
"39",473722,"The Son of Africa",1970-06-03,1970,25000,102000,1.6678,NA,NA,39500,FALSE,824114.900193175,201988.946125778,319142.53487873,20.7430684642426
"40",838628,"The Pickpocket",1970-01-01,1970,13000,22000,1.7695,NA,NA,-10500,FALSE,177750.272590685,105034.251985405,-84835.3573728269,18.55521163691
"41",598749,"Astrapogiannos",1970-09-21,1970,10000,12000,0.3465,NA,NA,-13000,FALSE,96954.6941403735,80795.5784503113,-105034.251985405,17.6867115688722
"42",28681,"Equinox",1970-10-01,1970,8000,850000,1.3513,NA,NA,830000,FALSE,6867624.16827646,64636.462760249,6706033.01137584,21.7238977172543
"43",1168799,"The Art of Marriage",1970-03-25,1970,3500,1e+05,1.4467,NA,NA,91250,FALSE,807955.784503113,28278.4524576089,737259.65335909,18.7571529805736
"44",1401866,"The Necklace",1970-06-11,1970,1000,2500,0.1824,NA,NA,0,FALSE,20198.8946125778,8079.55784503113,0,13.8155105579643
"45",12335,"Bedknobs and Broomsticks",1971-10-07,1971,20000000,17900000,2.0143,NA,NA,-32100000,FALSE,138671252.109488,154939946.491048,-248678614.118131,32.5952633704551
"46",14811,"Fiddler on the Roof",1971-11-03,1971,9000000,83304330,2.0928,NA,NA,60804330,FALSE,645358421.633629,69722975.9209714,471050981.8312,33.3344554900048
"47",681,"Diamonds Are Forever",1971-12-14,1971,7200000,116019547,6.0088,645,"James Bond Collection",98019547,TRUE,898803120.204779,55778380.7367771,759357168.362836,33.4425700956075
"48",105254,"The Touch",1971-07-14,1971,6900000,6530000,0.9127,NA,NA,-10720000,FALSE,50587892.529327,53454281.5394114,-83047811.3192015,30.5226587389459
"49",10514,"The Andromeda Strain",1971-03-12,1971,6500000,12376563,1.4485,NA,NA,-3873437,FALSE,95881200.448154,50355482.6095905,-30007506.0758222,31.1023371644655
"50",36492,"Carnal Knowledge",1971-06-30,1971,5000000,28623900,0.8309,NA,NA,16123900,FALSE,221749276.718255,38734986.6227619,124911810.16135,31.6784103296769
"51",21717,"Big Jake",1971-05-26,1971,4800000,7500000,1.9665,NA,NA,-4500000,FALSE,58102479.9341429,37185587.1578514,-34861487.9604857,30.2982493225105
"52",984,"Dirty Harry",1971-12-23,1971,4000000,35976000,4.5511,10456,"Dirty Harry Collection",25976000,TRUE,278705975.748096,30987989.2982095,201236002.502573,31.6838767946427
"53",36850,"A New Leaf",1971-03-11,1971,4000000,5e+06,1.8061,NA,NA,-5e+06,FALSE,38734986.6227619,30987989.2982095,-38734986.6227619,29.7104626576084
"54",30941,"The Anderson Tapes",1971-06-17,1971,3000000,5e+06,1.5136,NA,NA,-2500000,FALSE,38734986.6227619,23240991.9736571,-19367493.311381,29.4227805851566
"55",252,"Willy Wonka & the Chocolate Factory",1971-06-29,1971,3000000,4e+06,8.2956,NA,NA,-3500000,FALSE,30987989.2982095,23240991.9736571,-27114490.6359333,29.1996370338424
"56",466,"Klute",1971-06-23,1971,2500000,12512637,1.4165,NA,NA,6262637,FALSE,96935365.3620951,19367493.311381,48516632.0836428,30.1577602095609
"57",1687,"Escape from the Planet of the Apes",1971-05-20,1971,2500000,12348905,2.2869,1709,"Planet of the Apes (Original) Collection",6098905,TRUE,95666933.9961515,19367493.311381,47248200.7176991,30.144588511104
"58",11316,"Macbeth",1971-12-20,1971,2400000,1e+06,1.4015,NA,NA,-5e+06,FALSE,7746997.32455238,18592793.5789257,-38734986.6227619,27.5901991214083
"59",31515,"The Boy Friend",1971-12-16,1971,2300000,3e+06,0.7052,NA,NA,-2750000,FALSE,23240991.9736571,17818093.8464705,-21304242.642519,28.6462517956576
"60",185,"A Clockwork Orange",1971-10-28,1971,2200000,27033812,7.7482,NA,NA,21533812,FALSE,209430869.236452,17043394.1140152,166822383.951414,30.8002761232503
"61",994,"Straw Dogs",1971-11-25,1971,2200000,3251794,3.0486,NA,NA,-2248206,FALSE,25191639.4179955,17043394.1140152,-17416845.8670426,28.6823945884644
"62",11302,"Bananas",1971-04-28,1971,2000000,11833696,1.7609,NA,NA,6833696,FALSE,91675611.2515662,15493994.6491048,52940624.6288043,29.8788286198453
"63",31767,"The Devils",1971-07-16,1971,2000000,1.1e+07,1.7786,NA,NA,6e+06,FALSE,85216970.5700762,15493994.6491048,46481983.9473143,29.8057728374127
"64",1051,"The French Connection",1971-10-09,1971,1800000,41200000,3.5523,155474,"French Connection Collection",36700000,TRUE,319176289.771558,13944595.1841943,284314801.811072,31.020955305312
"65",38654,"When Eight Bells Toll",1971-04-30,1971,1800000,5400000,0.4111,NA,NA,9e+05,FALSE,41833785.5525829,13944595.1841943,6972297.59209715,28.9889160025267
"66",27554,"The Panic in Needle Park",1971-06-01,1971,1645000,2197000,1.3573,NA,NA,-1915500,FALSE,17020153.1220416,12743810.5988887,-14839373.3751801,27.9995635616742
"67",11951,"Vanishing Point",1971-01-15,1971,1300000,72266306,3.2216,NA,NA,69016306,FALSE,559846879.237284,10071096.5219181,534669137.932488,31.2574526386319
"68",25188,"The Last Picture Show",1971-10-03,1971,1300000,29133000,2.2877,751961,"The Last Picture Show and Texasville",25883000,TRUE,225693273.056185,10071096.5219181,200515531.751389,30.3489662008022
"69",482,"Shaft",1971-06-23,1971,1125000,12121618,2.9155,495,"Shaft Collection",9309118,TRUE,93906142.215246,8715371.99012143,72117712.2399424,29.3275038897917
"70",27431,"The Cat o' Nine Tails",1971-02-12,1971,1000000,1204739,0.7657,NA,NA,-1295261,FALSE,9333109.80978391,7746997.32455238,-10034383.501597,26.900993330026
"71",71945,"Night of Dark Shadows",1971-08-04,1971,900000,1400000,6.939,1379724,"Dark Shadows Movie Collection",-850000,TRUE,10845796.2543733,6972297.59209714,-6584947.72586952,26.9458421050178
"72",636,"THX 1138",1971-03-11,1971,777000,2437000,2.8096,NA,NA,494500,FALSE,18879432.4799342,6019416.9211772,3830890.17699115,27.353183230083
"73",26405,"Wake in Fright",1971-07-21,1971,750000,371717,0.7221,NA,NA,-1503283,FALSE,2879690.60449064,5810247.99341429,-11645929.3790451,25.4374258446863
"74",8416,"The Conformist",1971-01-29,1971,750000,233493,1.7585,NA,NA,-1641507,FALSE,1808869.64630171,5810247.99341429,-12716750.337234,24.9724451306933
"75",15393,"Play Misty for Me",1971-10-01,1971,725000,10600000,0.9427,NA,NA,8787500,FALSE,82118171.6402552,5616573.06030048,68076738.9895041,28.754000761045
"76",108723,"Face-Off",1971-11-12,1971,600000,6e+05,1.2145,NA,NA,-9e+05,FALSE,4648198.39473143,4648198.39473143,-6972297.59209714,25.6930791365224
"77",31906,"The Beguiled",1971-01-23,1971,475000,1100000,1.1801,NA,NA,-87500,FALSE,8521697.05700762,3679823.72916238,-677862.265898334,26.0656000889112
"78",139324,"Evel Knievel",1971-09-10,1971,450000,8e+06,1.683,NA,NA,6875000,FALSE,61975978.596419,3486148.79604857,53260606.6062976,27.9956642295165
"79",839,"Duel",1971-11-13,1971,450000,2544,3.5329,NA,NA,-1122456,FALSE,19708.3611936613,3486148.79604857,-8695663.62892777,19.9422050543324
"80",39464,"Godzilla vs. Hedorah",1971-07-24,1971,250000,2768400,2.3948,374509,"Godzilla (Showa) Collection",2143400,TRUE,21446787.3932908,1936749.3311381,16604914.0654456,26.3467055589201
"81",3122,"Lady Frankenstein",1971-10-22,1971,200000,225295,0.4967,NA,NA,-274705,FALSE,1745359.76223503,1549399.46491048,-2128138.90004116,23.614947847198
"82",5822,"Sweet Sweetback's Baadasssss Song",1971-03-31,1971,150000,15200000,0.7086,NA,NA,14825000,FALSE,117754359.333196,1162049.59868286,114849235.336489,27.5389058270207
"83",42517,"The Big Doll House",1971-04-30,1971,125000,1e+07,1.9305,NA,NA,9687500,FALSE,77469973.2455238,968374.665569048,75049036.5816012,26.9378739353686
"84",414817,"Hot Stuff",1971-01-01,1971,101250,101250,0.6176,NA,NA,-151875,FALSE,784383.479110929,784383.479110929,-1176575.21866639,22.1344052380634
"85",9267,"And Now for Something Completely Different",1971-09-28,1971,100000,7000,0.9485,NA,NA,-243000,FALSE,54228.9812718667,774699.732455238,-1882520.34986623,19.4503001611335
"86",117213,"Preacherman",1971-01-01,1971,65000,5e+06,0.2211,NA,NA,4837500,FALSE,38734986.6227619,503554.826095905,37476099.5575221,25.590800287402
"87",226245,"Fire Piece",1971-10-05,1971,32900,110750,0.8412,NA,NA,28500,FALSE,857979.953694176,254876.211977773,220789.423749743,21.0999678927867
"88",707992,"Husband Needed Immediately",1971-12-15,1971,23000,29000,1.4809,NA,NA,-28500,FALSE,224662.922412019,178180.938464705,-220789.423749743,19.4020098720057
"89",565927,"Dosti",1971-02-07,1971,15000,20000,0.2034,NA,NA,-17500,FALSE,154939.946491048,116204.959868286,-135572.453179667,18.6030023007463
"90",45793,"Man of La Mancha",1972-12-12,1972,12000000,11500000,0.8635,NA,NA,-18500000,FALSE,86267554.8027103,90018318.055002,-138778240.334795,31.6419840692116
"91",238,"The Godfather",1972-03-14,1972,6000000,245066411,32.5325,230,"The Godfather Collection",230066411,TRUE,1838372177.49965,45009159.027501,1725849279.9309,34.0080190924017
"92",15573,"The Cowboys",1972-01-13,1972,6000000,7500000,4.5124,NA,NA,-7500000,FALSE,56261448.7843763,45009159.027501,-56261448.7843762,30.5213928738247
"93",14902,"1776",1972-11-09,1972,6000000,2800000,1.0855,NA,NA,-12200000,FALSE,21004274.2128338,45009159.027501,-91518623.3559187,29.5361092704636
"94",551,"The Poseidon Adventure",1972-12-01,1972,5000000,84563118,2.9633,372257,"The Poseidon Adventure Collection",72063118,TRUE,634352470.987222,37507632.5229175,540583389.679928,32.7616665105968
"95",46059,"The Hot Rock",1972-01-26,1972,4895000,3500000,1.1562,NA,NA,-8737500,FALSE,26255342.7660423,36719972.2399362,-65544587.8337983,29.5557076285322
"96",10784,"Cabaret",1972-02-13,1972,4600000,42800000,5.4187,NA,NA,31300000,FALSE,321065334.396174,34507021.9210841,234797779.593464,31.9973247901372
"97",6949,"What's Up, Doc?",1972-03-09,1972,4000000,6.6e+07,1.2615,NA,NA,5.6e+07,FALSE,495100749.302511,30006106.018334,420085484.256676,32.2906794872007
"98",993,"Sleuth",1972-12-10,1972,3500000,5750000,1.4422,NA,NA,-3e+06,FALSE,43133777.4013551,26255342.7660423,-22504579.5137505,29.716693207359
"99",5916,"The Getaway",1972-12-13,1972,3352254,36734619,3.2572,NA,NA,28353984,FALSE,275565718.064277,25147022.2310961,212698162.486537,31.5280829468979
"100",11943,"Jeremiah Johnson",1972-09-10,1972,3100000,44700000,3.4116,NA,NA,36950000,FALSE,335318234.754882,23254732.1642089,277181404.34436,31.646105997165
"101",42492,"Up the Sandbox",1972-12-21,1972,2926000,3500000,0.567,NA,NA,-3815000,FALSE,26255342.7660423,21949466.5524113,-28618323.6149861,29.0411296551477
"102",12530,"Avanti!",1972-12-17,1972,2750000,3e+06,1.5481,NA,NA,-3875000,FALSE,22504579.5137505,20629197.8876046,-29068415.2052611,28.824943584401
"103",10669,"Deliverance",1972-08-18,1972,2000000,46122355,2.5258,NA,NA,41122355,FALSE,345988068.486309,15003053.009167,308480435.963392,31.2391753211573
"104",23148,"Lady Sings the Blues",1972-10-12,1972,2000000,19726490,0.6572,NA,NA,14726490,FALSE,147978787.577401,15003053.009167,110471155.054484,30.3898399671499
"105",11624,"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask",1972-08-06,1972,2000000,18016290,0.9047,NA,NA,13016290,FALSE,135149676.949263,15003053.009167,97642044.4263452,30.2991539132449
"106",573,"Frenzy",1972-05-25,1972,2000000,12600000,2.1088,NA,NA,7600000,FALSE,94519233.9577521,15003053.009167,57011601.4348346,29.9415743785718
"107",493,"Shaft's Big Score!",1972-06-21,1972,1978000,1e+07,0.5528,495,"Shaft Collection",5055000,TRUE,75015265.045835,14838019.4260662,37920216.4806696,29.699401710249
"108",1688,"Conquest of the Planet of the Apes",1972-06-29,1972,1700000,9700000,1.821,1709,"Planet of the Apes (Original) Collection",5450000,TRUE,72764807.09446,12752595.057792,40883319.4499801,29.5174845206259
"109",87514,"Skyjacked",1972-05-24,1972,1700000,6550000,1.748,NA,NA,2300000,FALSE,49134998.6050219,12752595.057792,17253510.9605421,29.1248236847637
"110",21711,"The Candidate",1972-06-29,1972,1600000,2500000,0.6162,NA,NA,-1500000,FALSE,18753816.2614588,12002442.4073336,-11252289.7568753,28.1010247451743
"111",1643,"Last Tango in Paris",1972-12-15,1972,1250000,36182181,2.4328,NA,NA,33057181,FALSE,271421589.765138,9376908.13072938,247979319.438314,30.5264406954426
"112",4593,"The Discreet Charm of the Bourgeoisie",1972-09-15,1972,800000,103230,2.6315,NA,NA,-1896770,FALSE,774382.581068155,6001221.2036668,-14228670.4280988,24.2207910622355
"113",12593,"Fritz the Cat",1972-04-14,1972,700000,9e+07,3.197,476056,"Fritz the Cat Collection",88250000,TRUE,675137385.412515,5251068.55320845,662009714.029494,30.8578651104459
"114",21968,"Super Fly",1972-08-04,1972,500000,3e+07,0.8331,786095,"Super Fly Trilogy",28750000,TRUE,225045795.137505,3750763.25229175,215668887.006776,29.4227805851566
"115",32061,"The Doberman Gang",1972-05-26,1972,500000,5e+06,2.7663,598314,"The Doberman Gang Collection",3750000,TRUE,37507632.5229175,3750763.25229175,28130724.3921881,27.6310211159285
"116",1324358,"A World of Women and a Man",1972-06-01,1972,450000,780000,1.3156,NA,NA,-345000,FALSE,5851190.67357513,3375686.92706258,-2588026.64408131,25.6677613285381
"117",2000,"Aguirre, the Wrath of God",1972-12-29,1972,370000,37041,1.9336,NA,NA,-887959,FALSE,277864.043256277,2775564.8066959,-6661047.97348346,22.4247482389821
"118",1842,"The Legend of Boggy Creek",1972-08-01,1972,160000,2.2e+07,0.2906,983933,"Boggy Creek Collection",21600000,TRUE,165033583.100837,1200244.24073336,162032972.499004,27.9731913736644
"119",40983,"Beware! The Blob",1972-06-21,1972,150000,90833,0.4572,422193,"The Blob Collection",-284167,TRUE,681386.156990833,1125228.97568753,-2131686.28222798,22.4188777758901
"120",9462,"The Way of the Dragon",1972-12-30,1972,130000,2.7e+07,4.4302,NA,NA,26675000,FALSE,202541215.623755,975198.445595855,200103219.509765,27.9703464215322
"121",1000736,"Joy Hotel",1972-01-01,1972,120000,140000,1.8215,NA,NA,-160000,FALSE,1050213.71064169,900183.18055002,-1200244.24073336,22.6283539914815
"122",11713,"Fist of Fury",1972-03-22,1972,100000,1e+08,5.0024,1068899,"Fist of Fury Collection",99750000,TRUE,750152650.45835,750152.65045835,748277268.832204,29.0173154770484
"123",28358,"Bloody Friday",1972-04-28,1972,100000,3500000,0.1408,NA,NA,3250000,FALSE,26255342.7660423,750152.65045835,24379961.1398964,25.6649082595557
"124",144662,"A Thief in the Night",1972-01-09,1972,60000,4200000,0.9721,308644,"Thief in the Night Collection",4050000,TRUE,31506411.3192507,450091.59027501,30381182.3435632,25.3364041925837
"125",692,"Pink Flamingos",1972-03-17,1972,12000,6e+06,3.1596,NA,NA,5970000,FALSE,45009159.027501,90018.318055002,44784113.2323635,24.0836412240883
"126",1272903,"ليمون حلو",1972-06-12,1972,5,3,2.0176,NA,NA,-9.5,FALSE,22.5045795137505,37.5076325229175,-71.2645017935433,1.79175946922805
"127",103079,"Submersion of Japan",1973-12-29,1973,18596000,49651320,2.0968,NA,NA,3161320,FALSE,350789744.24009,131381926.681682,22334927.5358859,33.5427018641232
"128",9552,"The Exorcist",1973-12-26,1973,12000000,441306145,9.9612,12263,"The Exorcist Collection",411306145,TRUE,3117856075.85317,84780765.7657658,2905904161.43876,35.2893758747887
"129",5924,"Papillon",1973-12-16,1973,12000000,53267000,3.466,NA,NA,23267000,FALSE,376334754.170421,84780765.7657658,164382839.756006,33.1749540363092
"130",253,"Live and Let Die",1973-06-27,1973,7000000,126400000,4.5887,645,"James Bond Collection",108900000,TRUE,893024066.066067,49455446.6966967,769385449.324325,33.5000920148225
"131",97519,"Lost Horizon",1973-03-14,1973,5900000,3800000,0.6656,NA,NA,-10950000,FALSE,26847242.4924925,41683876.5015015,-77362448.7612613,29.8246838016984
"132",9277,"The Sting",1973-12-25,1973,5500000,159616327,3.5021,330605,"The Sting Collection",145866327,TRUE,1127699535.98157,38857850.975976,1030554908.54163,33.492251455575
"133",11901,"High Plains Drifter",1973-04-19,1973,5500000,15700000,2.9828,NA,NA,1950000,FALSE,110921501.876877,38857850.975976,13776874.4369369,31.1731391886471
"134",10236,"The Way We Were",1973-10-17,1973,5000000,5e+07,2.543,NA,NA,37500000,FALSE,353253190.690691,35325319.0690691,264939893.018018,32.2361913019166
"135",11886,"Robin Hood",1973-11-08,1973,5000000,3.3e+07,4.2061,NA,NA,20500000,FALSE,233147105.855856,35325319.0690691,144833808.183183,31.820675857955
"136",11577,"Pat Garrett & Billy the Kid",1973-05-23,1973,4638783,1.1e+07,1.4066,NA,NA,-596957.5,FALSE,77715701.951952,32773297.9134347,-4217542.83163476,30.6470777042056
"137",2926,"The Three Musketeers",1973-12-11,1973,4500000,22018000,3.2274,87631,"The Musketeers Collection",10768000,TRUE,155558575.052553,31792787.1621622,76076607.1471472,31.3106680814789
"138",9040,"Serpico",1973-12-18,1973,3500000,30800000,3.5654,NA,NA,22050000,FALSE,217603965.465466,24727723.3483484,155784657.094595,31.3950080425293
"139",12545,"Jesus Christ Superstar",1973-08-15,1973,3500000,24593103,1.7329,NA,NA,15843103,FALSE,173751842.074696,24727723.3483484,111932533.703825,31.1699593903246
"140",11293,"Paper Moon",1973-05-09,1973,2500000,30900000,2.2548,NA,NA,24650000,FALSE,218310471.846847,17662659.5345345,174153823.010511,31.0617772998322
"141",14886,"The Last Detail",1973-12-11,1973,2300000,1e+07,1.0128,NA,NA,4250000,FALSE,70650638.1381382,16249646.7717718,30026521.2087087,29.8502245999835
"142",29735,"The Laughing Policeman",1973-12-20,1973,2280000,1700000,1.4244,NA,NA,-4e+06,FALSE,12010608.4834835,16108345.4954955,-28260255.2552553,28.0695340780829
"143",494,"Shaft in Africa",1973-06-20,1973,2142000,1458000,3.4309,495,"Shaft Collection",-3897000,TRUE,10300863.0405405,15133366.6891892,-27532553.6824325,27.8535359896664
"144",11561,"Sleeper",1973-12-17,1973,2000000,18344729,1.649,NA,NA,13344729,FALSE,129606681.032121,14130127.6276276,94281361.9630519,30.3172198498949
"145",31605,"The Last American Hero",1973-07-27,1973,2000000,1e+06,0.5697,NA,NA,-4e+06,FALSE,7065063.81381382,14130127.6276276,-28260255.2552553,27.4078775646143
"146",1705,"Battle for the Planet of the Apes",1973-06-15,1973,1700000,8844595,2.9762,1709,"Planet of the Apes (Original) Collection",4594595,TRUE,62487628.0823386,12010608.4834835,32461106.8736299,29.4251651730989
"147",1847,"The Long Goodbye",1973-03-08,1973,1700000,959000,1.8494,NA,NA,-3291000,FALSE,6775396.19744745,12010608.4834835,-23251125.0112613,27.2034944310179
"148",67696,"A Warm December",1973-05-23,1973,1641000,1600000,0.8262,NA,NA,-2502500,FALSE,11304102.1021021,11593769.7184685,-17680322.1940691,27.6800398254081
"149",103314,"Hit!",1973-09-18,1973,1600000,80103,0.7536,NA,NA,-3919897,FALSE,565932.806677928,11304102.1021021,-27694322.4485773,24.6602920408745
"150",56150,"Jonathan Livingston Seagull",1973-10-23,1973,1500000,1600000,0.9775,NA,NA,-2150000,FALSE,11304102.1021021,10597595.7207207,-15189887.1996997,27.5901991214083
"151",1040246,"Anhonee",1973-04-26,1973,1300000,2454780,0.7085,NA,NA,-795220,FALSE,17343177.3488739,9184582.95795796,-5618280.04602102,27.8751317927183
"152",2362,"Westworld",1973-08-15,1973,1200000,1e+07,3.8305,166698,"Westworld Collection",7e+06,TRUE,70650638.1381382,8478076.57657658,49455446.6966967,29.1996370338424
"153",28110,"Dillinger",1973-07-20,1973,1000000,2e+06,1.289,NA,NA,-5e+05,FALSE,14130127.6276276,7065063.81381382,-3532531.90690691,27.4078775646143
"154",30593,"Heavy Traffic",1973-08-08,1973,950000,1500000,1.5121,NA,NA,-875000,FALSE,10597595.7207207,6711810.62312313,-6181930.83708709,27.068902197775
"155",31587,"Scarecrow",1973-04-11,1973,875000,4e+06,5.5221,NA,NA,1812500,FALSE,28260255.2552553,6181930.83708709,12805428.1625375,27.9674933525498
"156",9461,"Enter the Dragon",1973-08-17,1973,850000,21531361,4.4248,NA,NA,19406361,FALSE,152120439.463262,6005304.24174174,137107178.858908,29.6217219780548
"157",16307,"The Wicker Man",1973-12-06,1973,810000,885371,3.4821,NA,NA,-1139629,FALSE,6255202.61390015,5722701.68918919,-8051551.60907283,26.3822608399605
"158",838,"American Graffiti",1973-08-11,1973,777000,1.4e+08,3.1659,124950,"American Graffiti Collection",138057500,TRUE,989108933.933934,5489554.58333334,975385047.475601,31.4040578780492
"159",39264,"Godzilla vs. Megalon",1973-03-17,1973,760000,2e+07,3.0481,374509,"Godzilla (Showa) Collection",18100000,TRUE,141301276.276276,5369448.4984985,127877655.03003,29.4360258119066
