"","movie_id","title","release_date","year","budget","revenue","popularity","collection_id","collection_name","profit","established_ip","revenue_2024_dollars","budget_2024_dollars","profit_2024_dollars","log_profitability","log_budget","top_genre","resid0","ip_power_prior_decay","installment","years_since_last_installment","ip_power_evergreen_prior","ip_power_momentum_prior","resid_actor","abs_resid","actor_power_prior_sum","actor_power_prior_max","actor_momentum_prior_sum","actor_momentum_prior_max","n_cast","actor_power_prior_concentration"
"13",2998,"Zabriskie Point",1970-03-26,1970,7000000,1e+06,3.2663,NA,NA,-16500000,FALSE,8079557.84503113,56556904.9152179,-133312704.443014,-2.86220088092947,15.7614207070196,"Drama",-2.68251301874546,0,1,NA,0,0,-2.66358416672,2.66358416672,0,0,0,0,6,NA
"14",34377,"The Boys in the Band",1970-03-16,1970,5500000,3500000,0.4135,NA,NA,-10250000,FALSE,28278452.4576089,44437568.1476712,-82815467.9115691,-1.36827585561721,15.5202586502027,"Drama",-1.21620084907076,0,1,NA,0,0,-1.20792020290163,1.20792020290163,0,0,0,0,6,NA
"15",13765,"Scrooge",1970-11-05,1970,5000000,6e+06,1.7815,NA,NA,-6500000,FALSE,48477347.0701868,40397789.2251556,-52517125.9927023,-0.7339691750802,15.4249484703984,"Fantasy",-0.979617221549282,0,1,NA,0,0,-0.999130124567339,0.999130124567339,0,0,0,0,6,NA
"16",40973,"Myra Breckinridge",1970-06-24,1970,5000000,3e+06,0.6751,NA,NA,-9500000,FALSE,24238673.5350934,40397789.2251556,-76755799.5277957,-1.42711635564015,15.4249484703984,"Comedy",-1.54163136860715,0,1,NA,0,0,-1.52347462796904,1.52347462796904,0,0,0,0,6,NA
"17",10112,"The Aristocats",1970-12-24,1970,4000000,1.91e+08,6.558,NA,NA,1.81e+08,FALSE,1543195548.40095,32318231.3801245,1462399969.95063,2.94968833505258,15.2018049190842,"Animation",2.50566208512868,0,1,NA,0,0,2.50858075254057,2.50858075254057,0,0,0,0,6,NA
"18",38765,"Chisum",1970-07-23,1970,4000000,6e+06,1.7974,NA,NA,-4e+06,FALSE,48477347.0701868,32318231.3801245,-32318231.3801245,-0.510825623765991,15.2018049190842,"Western",-0.216477490745899,0,1,NA,0,0,-0.244594926815517,0.244594926815517,0,0,0,0,6,NA
"19",11589,"Kelly's Heroes",1970-06-22,1970,4000000,5200000,2.2352,NA,NA,-4800000,FALSE,42013700.7941619,32318231.3801245,-38781877.6561494,-0.653926467406664,15.2018049190842,"Adventure",-0.944566471496631,0,1,NA,0,0,-0.819598173020428,0.819598173020428,0.0727940420333555,0.831931908952634,0.0727940420333555,0.831931908952634,6,11.4285714285714
"20",23330,"The Ballad of Cable Hogue",1970-03-18,1970,3716946,5e+06,0.685,NA,NA,-4292365,FALSE,40397789.2251556,30031280.2138571,-34680411.309487,-0.619755182804603,15.1284129213288,"Comedy",-0.768223270380184,0,1,NA,0,0,-0.76315968217197,0.76315968217197,-0.0099860812610995,0,-0.0099860812610995,0,6,0
"21",651,"M*A*S*H",1970-02-18,1970,3500000,81600000,3.7068,NA,NA,72850000,FALSE,659291920.15454,28278452.4576089,588595789.010518,2.23277556160054,15.0682735264596,"Comedy",2.07742156315419,0,1,NA,0,0,2.07982977238159,2.07982977238159,0,0,0,0,6,NA
"22",1685,"Beneath the Planet of the Apes",1970-04-23,1970,3000000,18999718,2.5484,1709,"Planet of the Apes (Original) Collection",11499718,TRUE,153509320.620279,24238673.5350934,92912636.7825457,0.929521116408767,14.9141228466324,"Adventure",0.60594175344546,0,1,NA,0,0,0.718207813563467,0.718207813563467,0,0,0,0,6,NA
"23",11916,"Two Mules for Sister Sara",1970-03-02,1970,2500000,5050000,2.24,NA,NA,-1200000,FALSE,40801767.1174072,20198894.6125778,-9695469.41403735,-0.213193220461042,14.7318012898384,"Western",0.0273398865355124,0,1,NA,0,0,-0.0215299658283025,0.0215299658283025,-0.0819598173020428,0,-0.0819598173020428,0,6,0
"24",44721,"Little Fauss and Big Halsy",1970-10-21,1970,2500000,1755485,0.4298,NA,NA,-4494515,FALSE,14183542.6035845,20198894.6125778,-36313693.9278601,-1.26983629173266,14.7318012898384,"Drama",-1.20803899949779,0,1,NA,0,0,-1.23457169168258,1.23457169168258,0,0,0,0,6,NA
"25",9062,"Love Story",1970-12-16,1970,2200000,136400000,3.5267,1156569,"Love Story Collection",130900000,TRUE,1102051690.06225,17775027.2590685,1057614121.91457,3.21084365317094,14.6039679183285,"Romance",2.80540228013393,0,1,NA,0,0,2.73931278574087,2.73931278574087,0,0,0,0,6,NA
"26",5722,"Beyond the Valley of the Dolls",1970-06-17,1970,2090000,9e+06,0.6451,NA,NA,3775000,FALSE,72716020.6052801,16886275.8961151,30500330.8649925,0.543769779485345,14.552674623941,"Comedy",0.329380134013721,0,1,NA,0,0,0.309022725275425,0.309022725275425,0,0,0,0,6,NA
"27",14801,"Colossus: The Forbin Project",1970-04-08,1970,2000000,308828,0.8681,NA,NA,-4691172,FALSE,2495193.69016527,16159115.6900623,-37902595.5349904,-2.78440870380109,14.5086577385242,"Science Fiction",-2.99900930028709,0,1,NA,0,0,-2.97508576793421,2.97508576793421,0,0,0,0,6,NA
"28",26617,"Five Easy Pieces",1970-09-12,1970,1600000,18099091,0.9338,NA,NA,14099091,FALSE,146232652.676982,12927292.5520498,113914421.296858,1.5095673548963,14.28551418721,"Drama",1.52026514374976,0,1,NA,0,0,1.4740272085324,1.4740272085324,0,0,0,0,6,NA
"29",24918,"The Twelve Chairs",1970-10-28,1970,1500000,1806258,1.2415,NA,NA,-1943742,FALSE,14593765.9940502,12119336.7675467,-15704575.9248165,-0.730498538047779,14.2209756660724,"Comedy",-0.982867439293072,0,1,NA,0,0,-1.01787059633992,1.01787059633992,0,0,0,0,6,NA
"30",71943,"House of Dark Shadows",1970-09-09,1970,750000,3672000,0.4655,1379724,"Dark Shadows Movie Collection",1797000,TRUE,29668136.4069543,6059668.38377335,14518965.4475209,0.67212781333587,13.5278284855125,"Drama",0.59607121729245,0,1,NA,0,0,0.516378627422701,0.516378627422701,0,0,0,0,6,NA
"31",9459,"Woodstock",1970-03-26,1970,600000,5e+07,1.4561,NA,NA,48500000,FALSE,403977892.251556,4847734.70701868,391858555.48401,3.50655789731998,13.3046849341983,"Documentary",4.10543310494435,0,1,NA,0,0,4.26474434713709,4.26474434713709,0,0,0,0,6,NA
"32",42533,"Angels Die Hard",1970-07-08,1970,125000,7e+05,2.5059,NA,NA,387500,FALSE,5655690.49152179,1009944.73062889,3130828.66494956,0.806475865866949,11.7360690162844,"Action",0.189989453779636,0,1,NA,0,0,0.0913020043352649,0.0913020043352649,0,0,0,0,6,NA
